gender,sexual_orientation,location_type,numeric_value(location),income_bracket,numeric_value(income),education_level,interest_tags,app_usage_time_min,app_usage_time_label,swipe_right_ratio,swipe_right_label,likes_received,mutual_matches,profile_pics_count,bio_length,message_sent_count,emoji_usage_rate,last_active_hour,swipe_time_of_day,match_outcome,target_variable
Male,Bisexual,Metro,0,Low,1,Bachelor’s,"Astrology, Art, Traveling",146,Addicted,0.79,Swipe Maniac,122,26,6,418,96,0.26,3,Early Morning,Instant Match,0
Non-binary,Lesbian,Suburban,2,Very Low,0,Postdoc,"Photography, Makeup, Astrology",43,Moderate,0.51,Optimistic,113,2,6,309,0,0.09,14,Early Morning,Chat Ignored,1
Transgender,Queer,Remote Area,5,Middle,3,Associate’s,"Photography, Tech, Movies",200,Extreme User,0.31,Balanced,76,10,1,283,25,0.09,6,Evening,No Action,0
Female,Asexual,Rural,4,Very Low,0,Associate’s,"Cars, Fitness, Motorcycling",89,High,0.6,Optimistic,187,2,0,51,20,0.05,10,Afternoon,Chat Ignored,1
Transgender,Asexual,Small Town,3,Very Low,0,Bachelor’s,"Meditation, K-pop, Startups",183,Extreme User,0.73,Swipe Maniac,146,24,6,387,57,0.18,15,Early Morning,Blocked,0
Male,Queer,Urban,1,Lower-Middle,2,MBA,"Painting, K-pop, Tattoos",64,High,0.22,Balanced,94,17,1,95,5,0.12,2,Afternoon,Blocked,0
Non-binary,Pansexual,Rural,4,Middle,3,Associate’s,"Binge-Watching, Skating, History",261,Extreme User,0.66,Optimistic,131,21,6,498,29,0.35,13,Late Night,Chat Ignored,1
Female,Demisexual,Remote Area,5,Very High,6,Bachelor’s,"K-pop, Memes, Tattoos",158,Addicted,0.4,Optimistic,148,16,0,15,84,0.23,12,Morning,Ghosted,2
Transgender,Queer,Suburban,2,Upper-Middle,4,Diploma,"Podcasts, Music, DIY",11,Very Low,0.15,Choosy,70,4,6,297,37,0.26,4,Late Night,Catfished,0
Female,Gay,Urban,1,Upper-Middle,4,Diploma,"Art, Running, Spirituality",108,High,0.34,Balanced,164,24,6,322,43,0.35,1,Evening,Catfished,0
Prefer Not to Say,Queer,Small Town,3,Low,1,No Formal Education,"Makeup, Meditation, Sneaker Culture",106,High,0.51,Optimistic,128,15,1,447,15,0.43,3,Morning,Mutual Match,0
Female,Lesbian,Remote Area,5,Upper-Middle,4,Postdoc,"Fashion, Meditation, Crafting",20,Low,0.05,Choosy,26,11,0,399,85,0.05,21,Afternoon,Catfished,0
Non-binary,Pansexual,Metro,0,Middle,3,High School,"Board Games, Languages, Crafting",31,Moderate,0.29,Balanced,185,20,3,262,4,0.28,7,Early Morning,No Action,0
Prefer Not to Say,Straight,Urban,1,Very High,6,Master’s,"MMA, Motorcycling, Art",215,Extreme User,0,Choosy,133,0,0,411,89,0.35,6,Early Morning,No Action,0
Female,Bisexual,Metro,0,Very Low,0,Master’s,"Gardening, Spirituality, Fashion",95,High,0.57,Optimistic,26,23,0,61,44,0.06,8,Late Night,Instant Match,0
Genderfluid,Lesbian,Small Town,3,Very Low,0,PhD,"Startups, Sneaker Culture, Movies",194,Extreme User,0.64,Optimistic,159,25,5,24,77,0.41,2,Morning,Chat Ignored,1
Non-binary,Gay,Metro,0,High,5,MBA,"Foodie, Motorcycling, Makeup",65,High,0.53,Optimistic,4,2,4,154,69,0.22,20,Morning,Chat Ignored,1
Male,Straight,Urban,1,Middle,3,Postdoc,"Hiking, Movies, Crafting",42,Moderate,0.62,Optimistic,87,28,6,338,27,0.62,23,Evening,Mutual Match,0
Genderfluid,Demisexual,Rural,4,Low,1,Bachelor’s,"Cars, Podcasts, Fashion",136,Addicted,0.61,Optimistic,155,15,1,64,7,0.35,0,Late Night,Chat Ignored,1
Male,Gay,Rural,4,Low,1,Master’s,"Fashion, Podcasts, Music",183,Extreme User,0.8,Swipe Maniac,56,5,6,394,44,0.67,13,After Midnight,Ghosted,2
Non-binary,Straight,Rural,4,Upper-Middle,4,PhD,"Dancing, Spirituality, Poetry",141,Addicted,0.49,Optimistic,141,28,5,169,41,0.41,11,Early Morning,Chat Ignored,1
Genderfluid,Bisexual,Suburban,2,High,5,Bachelor’s,"Dancing, Astrology, Crafting",230,Extreme User,0.65,Optimistic,193,25,5,488,100,0.19,9,Early Morning,One-sided Like,0
Prefer Not to Say,Bisexual,Rural,4,Low,1,High School,"Podcasts, Hiking, Fitness",262,Extreme User,0.39,Balanced,164,24,4,37,88,0.34,12,Evening,Date Happened,0
Transgender,Straight,Small Town,3,Very High,6,Master’s,"Yoga, Cooking, Investing",170,Addicted,0.59,Optimistic,173,16,6,499,48,0.46,16,After Midnight,Mutual Match,0
Non-binary,Bisexual,Small Town,3,Lower-Middle,2,Diploma,"Meditation, Hiking, Dancing",263,Extreme User,0.6,Optimistic,173,21,4,300,18,0.42,10,Late Night,Instant Match,0
Transgender,Bisexual,Small Town,3,High,5,Postdoc,"Dancing, Fashion, Skating",12,Very Low,0.75,Swipe Maniac,54,14,3,105,96,0.07,2,Morning,Mutual Match,0
Non-binary,Demisexual,Small Town,3,High,5,Bachelor’s,"Stand-up Comedy, Writing, Tech",31,Moderate,0.58,Optimistic,116,8,4,234,70,0.13,2,Morning,No Action,0
Male,Asexual,Remote Area,5,High,5,High School,"Art, Hiking, Foodie",29,Low,0.3,Balanced,190,2,4,51,31,0.24,22,After Midnight,Chat Ignored,1
Male,Queer,Urban,1,Very Low,0,No Formal Education,"Art, Investing, Writing",155,Addicted,0.41,Optimistic,186,21,0,370,98,0.31,23,Morning,Blocked,0
Prefer Not to Say,Pansexual,Small Town,3,Very Low,0,No Formal Education,"Tattoos, Meditation, Coding",166,Addicted,0.26,Balanced,42,10,2,452,31,0.47,22,Late Night,Chat Ignored,1
Female,Asexual,Rural,4,Middle,3,High School,"Art, Movies, Yoga",288,Extreme User,0.81,Swipe Maniac,138,14,0,32,7,0.22,19,Morning,Ghosted,2
Male,Asexual,Suburban,2,Upper-Middle,4,Bachelor’s,"Movies, Gardening, Board Games",56,Moderate,0.6,Optimistic,28,3,6,157,65,0.13,7,Morning,No Action,0
Prefer Not to Say,Straight,Small Town,3,Middle,3,Master’s,"Crafting, Traveling, MMA",210,Extreme User,0.72,Swipe Maniac,19,4,0,198,100,0.26,13,After Midnight,Catfished,0
Non-binary,Gay,Remote Area,5,Very High,6,No Formal Education,"Hiking, Cooking, Anime",106,High,0.71,Swipe Maniac,56,22,0,62,53,0.32,14,Late Night,Chat Ignored,1
Non-binary,Asexual,Remote Area,5,Middle,3,PhD,"Fitness, Pets, Politics",280,Extreme User,0.64,Optimistic,186,20,6,98,49,0.14,16,Afternoon,One-sided Like,0
Non-binary,Bisexual,Rural,4,Lower-Middle,2,MBA,"Anime, Pets, Investing",11,Very Low,0.46,Optimistic,191,15,2,339,77,0.21,20,Early Morning,Instant Match,0
Female,Straight,Rural,4,High,5,Master’s,"Hiking, History, Crafting",138,Addicted,0.76,Swipe Maniac,41,16,5,35,55,0.46,17,Morning,Chat Ignored,1
Female,Asexual,Metro,0,Middle,3,Diploma,"Reading, Music, Motorcycling",256,Extreme User,0.79,Swipe Maniac,125,5,3,146,15,0.32,1,Afternoon,Catfished,0
Male,Asexual,Remote Area,5,Middle,3,Postdoc,"Sneaker Culture, Reading, Cars",173,Addicted,0.55,Optimistic,86,2,4,159,75,0.18,11,After Midnight,Instant Match,0
Female,Demisexual,Rural,4,Low,1,Master’s,"Traveling, Movies, Skating",101,High,0.48,Optimistic,32,17,2,72,33,0.58,16,Evening,Ghosted,2
Genderfluid,Straight,Remote Area,5,Low,1,No Formal Education,"Yoga, History, Cooking",234,Extreme User,0.26,Balanced,44,12,2,396,13,0.15,20,After Midnight,Blocked,0
Prefer Not to Say,Pansexual,Suburban,2,Very Low,0,Bachelor’s,"Podcasts, Astrology, Gardening",264,Extreme User,0.51,Optimistic,192,3,1,54,37,0.15,11,Evening,Ghosted,2
Prefer Not to Say,Asexual,Suburban,2,Very Low,0,Associate’s,"Gaming, Traveling, Art",33,Moderate,0.46,Optimistic,56,0,0,59,14,0.26,6,Early Morning,No Action,0
Transgender,Pansexual,Rural,4,Low,1,High School,"Coding, Fitness, Clubbing",244,Extreme User,0.48,Optimistic,128,21,6,346,3,0.15,11,Afternoon,Catfished,0
Female,Lesbian,Metro,0,Middle,3,No Formal Education,"K-pop, Traveling, Board Games",27,Low,0.57,Optimistic,189,9,4,238,51,0.22,19,After Midnight,Date Happened,0
Genderfluid,Queer,Remote Area,5,Low,1,Master’s,"Binge-Watching, K-pop, Meditation",223,Extreme User,0.87,Swipe Maniac,165,24,2,39,8,0.22,6,Afternoon,Mutual Match,0
Transgender,Demisexual,Rural,4,Upper-Middle,4,MBA,"Running, Anime, Motorcycling",228,Extreme User,0.26,Balanced,180,12,1,111,72,0.42,13,Late Night,Mutual Match,0
Male,Queer,Urban,1,Very Low,0,Bachelor’s,"Gardening, Foodie, Gaming",182,Extreme User,0.5,Optimistic,162,5,1,23,12,0.45,2,Morning,Date Happened,0
Male,Pansexual,Suburban,2,Low,1,Master’s,"Makeup, Tattoos, Politics",120,Addicted,0.62,Optimistic,166,22,1,107,97,0.3,17,Early Morning,No Action,0
Female,Bisexual,Urban,1,Middle,3,High School,"Board Games, Binge-Watching, Sneaker Culture",241,Extreme User,0.36,Balanced,78,21,2,466,52,0.44,18,Evening,Mutual Match,0
Transgender,Gay,Urban,1,Upper-Middle,4,Postdoc,"Parenting, Meditation, Astrology",34,Moderate,0.5,Optimistic,28,3,2,252,69,0.39,14,Morning,Blocked,0
Genderfluid,Straight,Suburban,2,Middle,3,High School,"Foodie, Social Activism, Cars",264,Extreme User,0.67,Optimistic,102,0,1,205,38,0.58,4,Morning,Chat Ignored,1
Female,Pansexual,Rural,4,Very High,6,Postdoc,"Painting, Tattoos, Coding",192,Extreme User,0.46,Optimistic,189,18,6,105,57,0.41,2,Afternoon,Date Happened,0
Prefer Not to Say,Queer,Rural,4,Very High,6,No Formal Education,"Stand-up Comedy, K-pop, Music",182,Extreme User,0.58,Optimistic,165,22,3,321,8,0.35,2,Evening,Relationship Formed,0
Non-binary,Pansexual,Rural,4,Very Low,0,No Formal Education,"Yoga, Tattoos, Gardening",133,Addicted,0.63,Optimistic,198,16,4,130,21,0.11,8,Afternoon,Blocked,0
Transgender,Bisexual,Metro,0,Middle,3,MBA,"Gaming, Coding, Memes",275,Extreme User,0.36,Balanced,193,12,6,376,58,0.27,3,Early Morning,Relationship Formed,0
Genderfluid,Gay,Metro,0,Very Low,0,Postdoc,"Anime, Sneaker Culture, Gardening",225,Extreme User,0.36,Balanced,165,7,2,421,57,0.21,14,Afternoon,Catfished,0
Transgender,Queer,Small Town,3,High,5,Bachelor’s,"Cars, Motorcycling, Traveling",236,Extreme User,0.57,Optimistic,60,22,1,328,81,0.35,20,Early Morning,Relationship Formed,0
Genderfluid,Gay,Rural,4,Middle,3,PhD,"Foodie, Coding, Photography",109,High,0.54,Optimistic,85,8,5,392,81,0.21,11,Afternoon,Date Happened,0
Genderfluid,Queer,Remote Area,5,Very High,6,No Formal Education,"Tattoos, Clubbing, Startups",31,Moderate,0.16,Choosy,121,28,3,328,7,0.03,9,After Midnight,Instant Match,0
Non-binary,Bisexual,Urban,1,Very Low,0,High School,"Gardening, Fashion, Movies",134,Addicted,0.58,Optimistic,26,4,3,88,44,0.37,18,Morning,One-sided Like,0
Prefer Not to Say,Lesbian,Small Town,3,High,5,Postdoc,"Writing, DIY, Running",65,High,0.65,Optimistic,66,1,2,187,43,0.18,20,After Midnight,Ghosted,2
Non-binary,Gay,Metro,0,Middle,3,Bachelor’s,"Podcasts, Painting, Writing",220,Extreme User,0.82,Swipe Maniac,82,4,5,206,39,0.21,4,After Midnight,No Action,0
Female,Queer,Rural,4,Low,1,Postdoc,"Sneaker Culture, Traveling, Yoga",12,Very Low,0.56,Optimistic,47,4,0,140,9,0.19,0,Evening,No Action,0
Genderfluid,Demisexual,Urban,1,Middle,3,Diploma,"DIY, Astrology, Anime",31,Moderate,0.7,Swipe Maniac,175,3,5,142,65,0.11,14,Evening,Mutual Match,0
Genderfluid,Demisexual,Metro,0,Low,1,PhD,"Anime, Cars, Dancing",28,Low,0.38,Balanced,146,7,1,498,15,0.11,23,Late Night,Instant Match,0
Transgender,Bisexual,Suburban,2,Very Low,0,Master’s,"Tattoos, Hiking, Board Games",177,Addicted,0.52,Optimistic,10,6,4,198,80,0.21,3,After Midnight,Instant Match,0
Genderfluid,Pansexual,Rural,4,High,5,Master’s,"Traveling, Tech, Binge-Watching",128,Addicted,0.82,Swipe Maniac,148,29,2,36,13,0.4,23,Early Morning,Mutual Match,0
Prefer Not to Say,Lesbian,Urban,1,Upper-Middle,4,MBA,"Gardening, Binge-Watching, Sneaker Culture",17,Low,0.3,Balanced,76,1,6,210,18,0.19,7,Morning,One-sided Like,0
Non-binary,Gay,Remote Area,5,Very High,6,PhD,"Foodie, Photography, Startups",192,Extreme User,0.26,Balanced,121,18,6,91,73,0.19,13,Early Morning,Instant Match,0
Genderfluid,Demisexual,Rural,4,Low,1,High School,"Art, MMA, Tech",138,Addicted,0.33,Balanced,45,5,0,253,5,0.09,9,Morning,One-sided Like,0
Prefer Not to Say,Straight,Metro,0,Middle,3,Diploma,"Anime, Yoga, Languages",238,Extreme User,0.36,Balanced,64,19,4,445,42,0.37,16,Late Night,Blocked,0
Prefer Not to Say,Demisexual,Metro,0,Lower-Middle,2,Diploma,"Painting, Tattoos, Binge-Watching",16,Low,0.97,Swipe Maniac,21,15,6,200,88,0.19,20,Evening,Relationship Formed,0
Transgender,Bisexual,Small Town,3,Very High,6,Postdoc,"Gaming, Photography, Movies",32,Moderate,0.53,Optimistic,52,1,5,179,22,0.2,21,Late Night,Ghosted,2
Female,Bisexual,Rural,4,Low,1,Diploma,"Tech, Clubbing, Gardening",171,Addicted,0.67,Optimistic,11,4,2,407,67,0.3,0,Evening,Blocked,0
Prefer Not to Say,Lesbian,Rural,4,Lower-Middle,2,Postdoc,"MMA, History, Binge-Watching",281,Extreme User,0.51,Optimistic,64,13,0,142,14,0.36,22,Morning,Chat Ignored,1
Male,Demisexual,Remote Area,5,High,5,Master’s,"Foodie, Podcasts, Memes",66,High,0.45,Optimistic,119,18,1,100,84,0.46,18,Late Night,Date Happened,0
Male,Lesbian,Urban,1,Lower-Middle,2,MBA,"Cooking, Sneaker Culture, DIY",17,Low,0.49,Optimistic,79,15,5,194,9,0.08,1,Morning,Catfished,0
Transgender,Asexual,Rural,4,Lower-Middle,2,High School,"Meditation, Sneaker Culture, Dancing",135,Addicted,0.42,Optimistic,50,15,3,443,4,0.14,5,Late Night,Chat Ignored,1
Transgender,Straight,Rural,4,Very Low,0,Associate’s,"Foodie, Poetry, Anime",121,Addicted,0.53,Optimistic,115,26,1,385,35,0.1,12,After Midnight,No Action,0
Non-binary,Demisexual,Urban,1,Lower-Middle,2,Postdoc,"Crafting, Writing, Reading",43,Moderate,0.48,Optimistic,149,18,0,466,51,0.48,10,Evening,Blocked,0
Female,Lesbian,Remote Area,5,Middle,3,PhD,"Startups, Cooking, Crafting",59,Moderate,0.68,Optimistic,19,15,4,172,14,0.17,5,Afternoon,Catfished,0
Prefer Not to Say,Lesbian,Remote Area,5,Middle,3,Diploma,"Meditation, Cooking, Binge-Watching",149,Addicted,0.55,Optimistic,35,24,1,66,77,0.58,4,Afternoon,Blocked,0
Genderfluid,Pansexual,Urban,1,Upper-Middle,4,PhD,"Astrology, Skating, DIY",44,Moderate,0.37,Balanced,125,12,2,347,62,0.04,5,Morning,No Action,0
Non-binary,Bisexual,Metro,0,Middle,3,No Formal Education,"Gardening, Meditation, Languages",110,High,0.27,Balanced,60,21,2,24,65,0.44,6,After Midnight,Blocked,0
Transgender,Bisexual,Metro,0,Very High,6,High School,"Writing, Podcasts, Makeup",93,High,0.71,Swipe Maniac,99,13,4,207,48,0.25,20,Late Night,Mutual Match,0
Genderfluid,Straight,Metro,0,Upper-Middle,4,Master’s,"Poetry, Astrology, Fitness",26,Low,0.64,Optimistic,6,0,1,415,18,0.64,15,Afternoon,Mutual Match,0
Genderfluid,Bisexual,Remote Area,5,Middle,3,No Formal Education,"Art, Skating, Hiking",79,High,0.36,Balanced,143,1,1,458,28,0.28,14,Early Morning,No Action,0
Female,Gay,Suburban,2,Very High,6,PhD,"Coding, Running, Pets",255,Extreme User,0.69,Optimistic,145,7,4,89,80,0.18,4,After Midnight,Chat Ignored,1
Prefer Not to Say,Pansexual,Small Town,3,Lower-Middle,2,Bachelor’s,"Anime, Gardening, Poetry",64,High,0.78,Swipe Maniac,156,7,5,373,97,0.08,7,Evening,Catfished,0
Genderfluid,Bisexual,Suburban,2,Very High,6,Bachelor’s,"Music, MMA, Skating",89,High,0.75,Swipe Maniac,131,2,6,315,44,0.08,19,Late Night,One-sided Like,0
Prefer Not to Say,Demisexual,Urban,1,High,5,Postdoc,"Music, Meditation, Investing",15,Low,0.25,Balanced,153,17,4,370,7,0.3,8,Early Morning,Catfished,0
Female,Bisexual,Metro,0,High,5,Diploma,"Running, Yoga, Art",154,Addicted,0.43,Optimistic,84,26,1,95,61,0.21,11,Late Night,No Action,0
Female,Demisexual,Metro,0,Low,1,Diploma,"Motorcycling, Parenting, Skating",91,High,0.9,Swipe Maniac,47,28,1,52,40,0.07,11,Morning,Ghosted,2
Non-binary,Straight,Urban,1,Middle,3,Associate’s,"Pets, Makeup, Running",129,Addicted,0.69,Optimistic,92,3,0,360,85,0.37,12,Afternoon,One-sided Like,0
Transgender,Straight,Small Town,3,Middle,3,Diploma,"Coding, Meditation, Foodie",54,Moderate,0.72,Swipe Maniac,57,6,4,217,54,0.38,23,Early Morning,Instant Match,0
Transgender,Asexual,Suburban,2,High,5,MBA,"Binge-Watching, Sneaker Culture, Memes",245,Extreme User,0.76,Swipe Maniac,16,2,4,43,27,0.31,4,After Midnight,Mutual Match,0
Transgender,Lesbian,Suburban,2,High,5,High School,"Meditation, Parenting, Reading",275,Extreme User,0.24,Balanced,67,12,2,474,46,0.33,1,Evening,Blocked,0
Transgender,Asexual,Urban,1,Middle,3,PhD,"Sneaker Culture, Poetry, Social Activism",184,Extreme User,0.28,Balanced,90,19,4,480,96,0.4,18,Early Morning,Catfished,0
Transgender,Demisexual,Small Town,3,Middle,3,MBA,"Gaming, Sneaker Culture, Pets",70,High,0.64,Optimistic,50,12,2,156,73,0.17,22,Late Night,Instant Match,0
Prefer Not to Say,Gay,Rural,4,Low,1,PhD,"K-pop, Hiking, Sneaker Culture",137,Addicted,0.54,Optimistic,50,28,5,128,19,0.09,9,Late Night,One-sided Like,0
Transgender,Lesbian,Metro,0,Low,1,High School,"Gardening, Clubbing, Skating",139,Addicted,0.68,Optimistic,181,28,2,75,23,0.19,4,Early Morning,Ghosted,2
Prefer Not to Say,Pansexual,Suburban,2,High,5,High School,"Parenting, Meditation, Skating",98,High,0.29,Balanced,131,2,5,375,87,0.11,18,Early Morning,Blocked,0
Non-binary,Queer,Suburban,2,Very Low,0,PhD,"Foodie, Movies, Dancing",90,High,0.24,Balanced,151,29,2,276,30,0.57,23,Late Night,Instant Match,0
Male,Bisexual,Suburban,2,Low,1,PhD,"Movies, Music, Memes",160,Addicted,0.53,Optimistic,53,23,2,44,27,0.32,10,After Midnight,Chat Ignored,1
Prefer Not to Say,Bisexual,Remote Area,5,High,5,Bachelor’s,"Politics, Cooking, Motorcycling",225,Extreme User,0.43,Optimistic,19,19,5,493,80,0.09,2,Evening,Blocked,0
Female,Asexual,Rural,4,Middle,3,High School,"Motorcycling, Writing, Spirituality",108,High,0.23,Balanced,62,29,5,324,64,0.63,5,Afternoon,No Action,0
Male,Queer,Metro,0,Upper-Middle,4,Diploma,"Motorcycling, MMA, Yoga",16,Low,0.62,Optimistic,101,29,4,68,72,0.15,20,Late Night,No Action,0
Non-binary,Straight,Suburban,2,Upper-Middle,4,Bachelor’s,"Writing, Clubbing, Photography",285,Extreme User,0.24,Balanced,106,18,5,51,96,0.17,18,After Midnight,Relationship Formed,0
Male,Demisexual,Remote Area,5,Low,1,Master’s,"Coding, Startups, Fashion",54,Moderate,0.32,Balanced,77,10,1,373,53,0.2,10,Early Morning,Blocked,0
Female,Demisexual,Urban,1,Very High,6,Associate’s,"Poetry, Clubbing, Motorcycling",148,Addicted,0.26,Balanced,98,2,3,51,54,0.23,0,Afternoon,No Action,0
Female,Bisexual,Metro,0,High,5,No Formal Education,"Skating, Crafting, K-pop",121,Addicted,0.53,Optimistic,97,15,0,65,63,0.28,22,Afternoon,Date Happened,0
Male,Demisexual,Small Town,3,Very High,6,Master’s,"Fitness, Cooking, Pets",55,Moderate,0.3,Balanced,116,25,4,417,98,0.33,19,Afternoon,Mutual Match,0
Prefer Not to Say,Demisexual,Small Town,3,Very High,6,PhD,"Traveling, Startups, Board Games",228,Extreme User,0.53,Optimistic,36,27,0,139,11,0.25,17,Evening,Ghosted,2
Genderfluid,Bisexual,Urban,1,Upper-Middle,4,High School,"Social Activism, DIY, Running",282,Extreme User,0.38,Balanced,161,14,2,380,88,0.41,17,Evening,No Action,0
Transgender,Pansexual,Urban,1,Very High,6,High School,"Startups, Yoga, Podcasts",186,Extreme User,0.37,Balanced,88,7,0,231,42,0.2,10,Early Morning,No Action,0
Transgender,Gay,Metro,0,Very Low,0,Bachelor’s,"Parenting, Politics, Painting",139,Addicted,0.61,Optimistic,12,3,4,446,59,0.09,4,Evening,Date Happened,0
Non-binary,Pansexual,Rural,4,Middle,3,MBA,"Meditation, Podcasts, Gaming",297,Extreme User,0.41,Optimistic,75,2,2,66,45,0.31,21,Early Morning,Catfished,0
Non-binary,Demisexual,Suburban,2,Middle,3,No Formal Education,"Tech, Investing, Astrology",164,Addicted,0.65,Optimistic,41,16,6,267,23,0.24,6,Early Morning,Blocked,0
Female,Demisexual,Metro,0,Upper-Middle,4,Associate’s,"Memes, Fashion, Writing",274,Extreme User,0.4,Optimistic,179,21,5,186,79,0.29,18,Early Morning,Catfished,0
Transgender,Queer,Metro,0,Low,1,Postdoc,"Cars, Investing, Binge-Watching",294,Extreme User,0.44,Optimistic,37,4,2,364,82,0.15,22,Afternoon,Blocked,0
Transgender,Demisexual,Suburban,2,Middle,3,MBA,"Pets, Investing, Gardening",49,Moderate,0.77,Swipe Maniac,19,14,6,59,55,0.2,11,Morning,Instant Match,0
Genderfluid,Asexual,Rural,4,Low,1,Bachelor’s,"Cars, Gaming, Board Games",290,Extreme User,0.4,Optimistic,133,19,2,257,99,0.33,21,Morning,Catfished,0
Non-binary,Demisexual,Suburban,2,Very High,6,No Formal Education,"Startups, Makeup, Tattoos",236,Extreme User,0.57,Optimistic,180,4,4,170,41,0.4,22,After Midnight,No Action,0
Male,Queer,Small Town,3,Low,1,Bachelor’s,"Politics, Reading, Memes",289,Extreme User,0.31,Balanced,180,3,2,81,9,0.03,11,Afternoon,No Action,0
Prefer Not to Say,Straight,Small Town,3,Middle,3,PhD,"DIY, Yoga, Memes",73,High,0.64,Optimistic,140,30,2,253,33,0.2,1,Afternoon,Mutual Match,0
Non-binary,Lesbian,Remote Area,5,High,5,PhD,"Podcasts, Motorcycling, Clubbing",10,Very Low,0.2,Balanced,51,11,2,471,59,0.3,13,Evening,Blocked,0
Male,Queer,Remote Area,5,Middle,3,PhD,"Foodie, Cooking, K-pop",0,Barely,0.42,Optimistic,149,0,3,360,83,0.46,11,Early Morning,Catfished,0
Non-binary,Straight,Metro,0,Low,1,Associate’s,"Art, Poetry, Movies",185,Extreme User,0.61,Optimistic,185,1,2,60,91,0.16,23,Early Morning,Date Happened,0
Male,Lesbian,Small Town,3,Low,1,Diploma,"Gaming, Meditation, Yoga",162,Addicted,0.3,Balanced,22,22,1,316,3,0.5,0,Morning,Catfished,0
Prefer Not to Say,Asexual,Urban,1,Very Low,0,High School,"Memes, Running, Spirituality",228,Extreme User,0.82,Swipe Maniac,45,19,4,28,90,0.61,11,Afternoon,Instant Match,0
Female,Bisexual,Metro,0,Upper-Middle,4,Associate’s,"Motorcycling, History, Music",129,Addicted,0.76,Swipe Maniac,156,30,3,176,61,0.24,22,Afternoon,Instant Match,0
Transgender,Pansexual,Rural,4,Low,1,MBA,"Politics, Fashion, Tech",125,Addicted,0.12,Choosy,198,28,6,324,71,0.25,17,Afternoon,Chat Ignored,1
Non-binary,Gay,Small Town,3,Very Low,0,Associate’s,"Parenting, Coding, Languages",102,High,0.69,Optimistic,13,8,1,150,11,0.26,6,Early Morning,One-sided Like,0
Transgender,Straight,Metro,0,High,5,Bachelor’s,"K-pop, Sneaker Culture, Spirituality",297,Extreme User,0.41,Optimistic,10,3,2,327,95,0.14,18,Morning,No Action,0
Male,Queer,Remote Area,5,Middle,3,Associate’s,"Tech, Coding, Parenting",119,High,0.37,Balanced,192,22,5,21,97,0.24,22,Evening,One-sided Like,0
Genderfluid,Lesbian,Urban,1,High,5,Postdoc,"Anime, Reading, DIY",8,Very Low,0.6,Optimistic,111,21,1,291,21,0.09,7,Early Morning,Relationship Formed,0
